bed2_1.jpg,0.0027006,0.66435,0.29887,0.99949
bed2_2.jpg,0.43171,0.99537,0.25309,0.78241
bed3_1.jpg,0.0023148,0.51543,0.31687,0.86523
bed3_2.jpg,0.53665,0.99961,0.32819,0.99691
bird1_1.jpg,0.39844,0.59688,0.30521,0.47813
bird1_2.jpg,0.36719,0.54063,0.57083,0.85938
bird1_3.jpg,0.61484,0.83047,0.48021,0.74062
bird1_4.jpg,0.52969,0.67031,0.15625,0.33125
boat1_1.jpg,0.70166,0.97119,0.68229,0.90755
boat1_2.jpg,0.43018,0.68994,0.65755,0.86784
boat1_3.jpg,0.15771,0.43701,0.65234,0.87435
boat2_1.jpg,0.020508,0.39014,0.84505,0.93164
boat2_2.jpg,0.47412,0.65723,0.81836,0.88802
boat2_3.jpg,0.69775,0.82129,0.83984,0.86589
boat2_4.jpg,0.77832,0.90283,0.81315,0.85938
boat3_1.jpg,0.015625,0.22119,0.3457,0.49219
boat3_2.jpg,0.29199,0.43457,0.36263,0.45573
boat3_3.jpg,0.37842,0.6333,0.48633,0.62305
boat3_4.jpg,0.59229,0.95605,0.39779,0.63477
boat4_1.jpg,0.18506,0.3667,0.58203,0.63346
boat4_2.jpg,0.34375,0.46631,0.59049,0.62174
boat4_3.jpg,0.60742,0.70752,0.58724,0.625
boat4_4.jpg,0.088379,0.16846,0.58854,0.61458
boat5_1.jpg,0.20898,0.37402,0.59831,0.86589
boat5_2.jpg,0.44824,0.55615,0.3737,0.54818
boat5_3.jpg,0.78906,0.91064,0.40299,0.61458
can1_1.jpg,0.35859,0.42734,0.21458,0.37812
can1_2.jpg,0.28672,0.35938,0.22187,0.38542
can1_3.jpg,0.60703,0.68594,0.35313,0.54271
can2_1.jpg,0.46172,0.48594,0.62448,0.68646
can2_2.jpg,0.41133,0.43594,0.6401,0.70417
car1_1.jpg,0.0015625,0.16094,0.62083,0.73958
car1_2.jpg,0.19219,0.3125,0.61667,0.725
car1_3.jpg,0.35625,0.44531,0.6125,0.71458
car1_4.jpg,0.47656,0.57969,0.60833,0.7
car1_5.jpg,0.59375,0.71094,0.60625,0.6875
car10_1.jpg,0.15741,0.26119,0.59362,0.67335
car10_2.jpg,0.65625,0.89082,0.60854,0.71708
car10_3.jpg,0.50926,0.66165,0.6034,0.68673
car10_4.jpg,0.39738,0.51273,0.59825,0.66821
car10_5.jpg,0.31211,0.41204,0.58488,0.64815
car11_1.jpg,0.1043,0.21055,0.63594,0.70208
car11_2.jpg,0.29258,0.45586,0.63854,0.72396
car11_3.jpg,0.43633,0.65742,0.63021,0.73802
car11_4.jpg,0.047266,0.12578,0.63438,0.69167
car12_1.jpg,0.24102,0.49883,0.58646,0.69792
car12_2.jpg,0.58516,0.86641,0.54948,0.69479
car13_1.jpg,0.64375,0.96914,0.52656,0.65156
car13_2.jpg,0.24727,0.60273,0.50938,0.66979
car14_1.jpg,0.31445,0.62031,0.55,0.69896
car14_2.jpg,0.65977,0.97578,0.55677,0.68958
